name,city,state,county,phone,address,licences,capacity,licensedBy,outOfState,source
Agtegra,Bowdle,SD,,605-285-6533,,,,,,barchart
Agtegra,Bristol,SD,,605-492-3643,,,,,,barchart
Agtegra,Faulkton,SD,,605-324-3606,,,,,,barchart
Agtegra,Faulkton,SD,,605-598-6560,,,,,,barchart
Agtegra,Houghton,SD,,605-994-2700,,,,,,barchart
Agtegra,Ipswich,SD,,605-426-6591,,,,,,barchart
Agtegra,Ipswich,SD,,605-426-6843,,,,,,barchart
Agtegra,Leola,SD,,605-439-3137,,,,,,barchart
Agtegra,Mansfield,SD,,605-887-3446,,,,,,barchart
Agtegra,Mellette,SD,,605-887-3572,,,,,,barchart
Agtegra,Northville,SD,,605-887-3441,,,,,,barchart
Agtegra,Redfield,SD,,605-475-2500,,,,,,barchart
Agtegra,Redfield,SD,,605-472-2290,,,,,,barchart
Agtegra,Roscoe,SD,,605-287-4311,,,,,,barchart
Agtegra,Tulare,SD,,605-596-4114,,,,,,barchart
Agtegra,Warner,SD,,605-225-7103,,,,,,barchart
AGTEGRA COOPERATIVE,ALPENA,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,ANDOVER,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,BRISTOL,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,CRAVEN GRAIN,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,CRESBARD,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,GREBNER,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,HECLA CORN,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,HERRIED,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,HIGHMORE,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,HURON,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,HURON CORNRECEIVING,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,JAVA,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,KENNEBEC GRAIN,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,KENNEBEC NW,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,LEBANON,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,LEOLA GRAIN,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,MANSFIELD GRAIN,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,MCLAUGHLIN,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,MELLETTE,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,NORTHVILLE,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,POLLOCK,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,REDFIELD ENERGY125,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,REDFIELDELEVATOR123,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,ROSCOE,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,SUN TERMINAL,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,TULARE ASC,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,WEST TERMINAL,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,WILLOW LAKE,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,WOLSEY TERMINAL,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE,YALE,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE F BOWDLE,EST TOWN,SD,,,,dealer+warehouse,,,,registry-sd
AGTEGRA COOPERATIVE FWARNER,EST,SD,,,,dealer+warehouse,,,,registry-sd
Agwrx Cooperative,Aberdeen,SD,,(605) 626-9005,,,,,,barchart
Agwrx Cooperative,Aurora,SD,,(605) 693-5548,,,,,,barchart
Agwrx Cooperative,Clark,SD,,605-532-3111,,,,,,barchart
Agwrx Cooperative,Garden City,SD,,605-532-3841,,,,,,barchart
Agwrx Cooperative,Wallace,SD,,605-758-2391,,,,,,barchart
Agwrx Cooperative,Webster,SD,,605-345-3366,,,,,,barchart
AGWRX COOPERATIVE,AURORA,SD,,,,dealer+warehouse,,,,registry-sd
AGWRX COOPERATIVE,CLARK,SD,,,,dealer+warehouse,,,,registry-sd
AGWRX COOPERATIVE,FLORENCE,SD,,,,dealer+warehouse,,,,registry-sd
AGWRX COOPERATIVE,GARDEN CITY,SD,,,,dealer+warehouse,,,,registry-sd
AGWRX COOPERATIVE,HENRY,SD,,,,dealer+warehouse,,,,registry-sd
AGWRX COOPERATIVE,TORONTO,SD,,,,dealer+warehouse,,,,registry-sd
AGWRX COOPERATIVE,WALLACE,SD,,,,dealer+warehouse,,,,registry-sd
AGWRX COOPERATIVE,WATERTOWN,SD,,,,dealer+warehouse,,,,registry-sd
AGWRX COOPERATIVE,WEBSTER,SD,,,,dealer+warehouse,,,,registry-sd
AGWRX COOPERATIVE SAURORA,OUTH,SD,,,,dealer+warehouse,,,,registry-sd
ASSOCIATION,HOWARD,SD,,,,dealer+warehouse,,,,registry-sd
ASSOCIATION,STICKNEY,SD,,,,dealer+warehouse,,,,registry-sd
"AT STRONG COMMODITIES, LLC GREEN THUMB COMMODITIES",JEFFERSON,SD,,,,dealer+warehouse,,,,registry-sd
"AT STRONG COMMODITIES, LLC GREEN THUMB COMMODITIES",OLDHAM,SD,,,,dealer+warehouse,,,,registry-sd
"ATLANTIC GRAIN & TRADE LLC BMT PLEASANT,",C,SD,,,,dealer+warehouse,,,,registry-sd
AXESS COOPERATIVE,CASTLEWOOD,SD,,,,dealer+warehouse,,,,registry-sd
B&L AG INC,CLEAR LAKE,SD,,,,dealer+warehouse,,,,registry-sd
BATTLE CREEK FARMERS COOPERATIVE N/S FARMERS PRIDE COOP,AVON,SD,,,,dealer+warehouse,,,,registry-sd
BISON GRAIN COMPANY,BISON,SD,,,,dealer+warehouse,,,,registry-sd
"BS GRAIN, LLC",GETTYSBURG,SD,,,,dealer+warehouse,,,,registry-sd
BUNGE USA GRAIN LLC,KIMBALL,SD,,,,dealer+warehouse,,,,registry-sd
"C.B. CONSTANTINI LTD BVANCOUVER,",C,SD,,,,dealer+warehouse,,,,registry-sd
CANBY FARMERS GRAIN COMPANY,ASTORIA,SD,,,,dealer+warehouse,,,,registry-sd
CANBY FARMERS GRAIN COMPANY,CLEAR LAKE,SD,,,,dealer+warehouse,,,,registry-sd
Cargill US,Emery,SD,,507-825-8012,,,,,,barchart
Cargill US,Yankton,SD,,507-825-8012,,,,,,barchart
"CARGILL, INCORPORATED",EMERY,SD,,,,dealer+warehouse,,,,registry-sd
"CARGILL, INCORPORATED",PARKSTON,SD,,,,dealer+warehouse,,,,registry-sd
"CARGILL, INCORPORATED",YANKTON,SD,,,,dealer+warehouse,,,,registry-sd
"CARGILL, INCORPORATED FEMERY",OUTH,SD,,,,dealer+warehouse,,,,registry-sd
CBH COOPERATIVE BBELLE,OURCHE,SD,,,,dealer+warehouse,,,,registry-sd
Central Farmers Coop (CFC),Canova,SD,,605-523-2244,,,,,,barchart
Central Farmers Coop (CFC),Freeman,SD,,605-925-4245,,,,,,barchart
Central Farmers Coop (CFC),Lyons,SD,,605-543-5400,,,,,,barchart
Central Farmers Coop (CFC),Marion,SD,,605-648-3941,,,,,,barchart
Central Farmers Coop (CFC),Montrose,SD,,605-363-5360,,,,,,barchart
Central Farmers Coop (CFC),Salem,SD,,605-425-2280,,,,,,barchart
Central Farmers Coop (CFC),Viborg,SD,,605-326-5214,,,,,,barchart
CENTRAL FARMERS COOPERATIVE,MONTROSE,SD,,,,dealer+warehouse,,,,registry-sd
CENTRAL FARMERS COOPERATIVE,SPRINGFIELD,SD,,,,dealer+warehouse,,,,registry-sd
CENTRAL FARMERS COOPERATIVE,TYNDALL,SD,,,,dealer+warehouse,,,,registry-sd
CFE Cooperative Farmers Elevator,Hudson,SD,,N/A,,,,,,barchart
CHS - Northern Plains,Aberdeen,SD,,(605) 626-9005,,,,,,barchart
CHS Brandon,Brandon,SD,,605-582-2415,,,,,,barchart
CHS Brandon,Canton,SD,,605-987-2714,,,,,,barchart
CHS Brandon,Elkton,SD,,605-542-2371,,,,,,barchart
CHS Brandon,Worthing,SD,,605-372-4132,,,,,,barchart
CHS INC,BALTIC,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,BLUNT,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,BRANDON,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,CANTON,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,CHAMBERLAIN,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,CLAIRE CITY,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,CORSICA,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,DUPREE,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,ELKTON,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,FAIRFAX,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,GETTYSBURG,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,ISABEL,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,KADOKA,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,LEMMON,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,MITCHELL,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,ONIDA,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,PHILIP,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,PIERRE,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,SELBY,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,WAGNER,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,WILMONT,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,WINNER,SD,,,,dealer+warehouse,,,,registry-sd
CHS INC,WORTHING,SD,,,,dealer+warehouse,,,,registry-sd
COMPANY-ROSHOLT,ROSHOLT,SD,,,,dealer+warehouse,,,,registry-sd
COOPERATIVE,FREDERICK,SD,,,,dealer+warehouse,,,,registry-sd
COOPERATIVE FARMERS ELEVATOR,HUDSON,SD,,,,dealer+warehouse,,,,registry-sd
CORONA GRAIN & FEED CO. INC,CORONA,SD,,,,dealer+warehouse,,,,registry-sd
Country Grain Cooperative,Aberdeen,SD,,16056269005,,,,,,barchart
Country Pride Coop,Aberdeen,SD,,16056269005,,,,,,barchart
"DAKOTA AG-PRO, LLC",BROOKINGS,SD,,,,dealer+warehouse,,,,registry-sd
Dakota Ethanol,Wentworth,SD,,888-539-2676,,,,,,barchart
DAKOTA ETHANOL LLC,WENTWORTH,SD,,,,dealer+warehouse,,,,registry-sd
Dakota Growers Coop,Colton ,SD,,N/A,,,,,,barchart
Dakota Growers Coop,Hartford ,SD,,N/A,,,,,,barchart
DAKOTA GROWERS COOP,COLTON,SD,,,,dealer+warehouse,,,,registry-sd
DAKOTA GROWERS COOP,HARTFORD,SD,,,,dealer+warehouse,,,,registry-sd
DAKOTA GROWERS COOP,PLANKINTON,SD,,,,dealer+warehouse,,,,registry-sd
DAKOTA MILL & GRAIN INC,FORT PIERRE,SD,,,,dealer+warehouse,,,,registry-sd
DAKOTA MILL & GRAIN INC,HIGHMORE,SD,,,,dealer+warehouse,,,,registry-sd
DAKOTA MILL & GRAIN INC,MIDLAND,SD,,,,dealer+warehouse,,,,registry-sd
DAKOTA MILL & GRAIN INC,PHILIP,SD,,,,dealer+warehouse,,,,registry-sd
DAKOTA MILL & GRAIN INC,PRESHO,SD,,,,dealer+warehouse,,,,registry-sd
DAKOTA MILL & GRAIN INC,PRESHO TERMINAL,SD,,,,dealer+warehouse,,,,registry-sd
DAKOTA MILL & GRAIN INC,RAPID CITY,SD,,,,dealer+warehouse,,,,registry-sd
DAKOTA MILL & GRAIN INC,WALL,SD,,,,dealer+warehouse,,,,registry-sd
DAKOTA MILL & GRAIN INC FBELLE,OURCHE,SD,,,,dealer+warehouse,,,,registry-sd
"DAKOTA PLAINS FEED & GRAIN, LLC",HECLA,SD,,,,dealer+warehouse,,,,registry-sd
DAKOTALAND BIRD SEED CO. LLP,VIVIAN,SD,,,,dealer+warehouse,,,,registry-sd
"DAKOTALAND FEEDS, LLC",CAVOUR,SD,,,,dealer+warehouse,,,,registry-sd
"DAKOTALAND FEEDS, LLC",KENNEBEC,SD,,,,dealer+warehouse,,,,registry-sd
DELL RAPIDS COOPERATIVE GRAIN,DELL RAPIDS,SD,,,,dealer+warehouse,,,,registry-sd
"DIEDRICH BROTHERS, INC.",ELKTON,SD,,,,dealer+warehouse,,,,registry-sd
"DONNELLY GRAIN, INC",ELK POINT,SD,,,,dealer+warehouse,,,,registry-sd
DOUGLAS FEED MILL INC,ARMOUR,SD,,,,dealer+warehouse,,,,registry-sd
EAGLE BUTTE COOPERATIVE ASSOCIATION BEAGLE,UTTE,SD,,,,dealer+warehouse,,,,registry-sd
"EGT, LLC BLONGVIEW,",A,SD,,,,dealer+warehouse,,,,registry-sd
ELEVATE AGRONOMICS INC,WINNER,SD,,,,dealer+warehouse,,,,registry-sd
ELEVATOR,BRITTON,SD,,,,dealer+warehouse,,,,registry-sd
ELEVATOR,SISSETON,SD,,,,dealer+warehouse,,,,registry-sd
ESTELLINE COOP GRAIN,ESTELLINE,SD,,,,dealer+warehouse,,,,registry-sd
Farmers Coop Society,Alcester,SD,,(605) 934-2370  ,,,,,,barchart
Farmers Coop Society,Beresford,SD,,(605) 957-3088,,,,,,barchart
Farmers Coop Society,Worthing,SD,,(605) 836-0141,,,,,,barchart
FARMERS COOPERATIVE SOCIETY,ALCESTER,SD,,,,dealer+warehouse,,,,registry-sd
FARMERS COOPERATIVE SOCIETY,BERESFORD,SD,,,,dealer+warehouse,,,,registry-sd
FARMERS COOPERATIVE SOCIETY,WORTHING,SD,,,,dealer+warehouse,,,,registry-sd
FARMERS ELEVATOR COMPANY OF PLATTE,PLATTE,SD,,,,dealer+warehouse,,,,registry-sd
FARMERS OIL COMPANY,ORIENT,SD,,,,dealer+warehouse,,,,registry-sd
FAULKTON GRAIN & FEED INC,FAULKTON,SD,,,,dealer+warehouse,,,,registry-sd
FBRITTON,OUTH,SD,,,,dealer+warehouse,,,,registry-sd
"FMG FEED & SEED, LLC NEW UNDERWOOD AG SUPPLY",NEW UNDERWOOD,SD,,,,dealer+warehouse,,,,registry-sd
FOOTHILLS SEED INC,STURGIS,SD,,,,dealer+warehouse,,,,registry-sd
FORESTBURG,ARTESIAN,SD,,,,dealer+warehouse,,,,registry-sd
"FOUSEK FARMS & TRUCKING, LLC",ARMOUR,SD,,,,dealer+warehouse,,,,registry-sd
FOUSEK GRAINS LLC,WAGNER,SD,,,,dealer+warehouse,,,,registry-sd
"FREMAR, LLC",CANOVA,SD,,,,dealer+warehouse,,,,registry-sd
"FREMAR, LLC",DIMOCK,SD,,,,dealer+warehouse,,,,registry-sd
"FREMAR, LLC",FREEMAN,SD,,,,dealer+warehouse,,,,registry-sd
"FREMAR, LLC",LYONS,SD,,,,dealer+warehouse,,,,registry-sd
"FREMAR, LLC",MARION TERMINAL,SD,,,,dealer+warehouse,,,,registry-sd
"FREMAR, LLC",MT VERNON,SD,,,,dealer+warehouse,,,,registry-sd
"FREMAR, LLC",SALEM,SD,,,,dealer+warehouse,,,,registry-sd
"FREMAR, LLC",VIBORG,SD,,,,dealer+warehouse,,,,registry-sd
Full Circle Ag,Aberdeen,SD,,605-626-9005,,,,,,barchart
FULL CIRCLE AG,BRITTON,SD,,,,dealer+warehouse,,,,registry-sd
GEDDES FARMERS COOPERATIVE,GEDDES,SD,,,,dealer+warehouse,,,,registry-sd
"Glacial Lakes Energy, LLC",Aberdeen,SD,,(605) 225-0520,,,,,,barchart
"Glacial Lakes Energy, LLC",Mina,SD,,(605) 225-9900,,,,,,barchart
"GLACIAL LAKES ENERGY, LLC - MINA, SD",MINA,SD,,,,dealer+warehouse,,,,registry-sd
GLANZER TRUCKING LLC,BRIDGEWATER,SD,,,,dealer+warehouse,,,,registry-sd
GROWMARK INC NEW CENTURY FS,YANKTON,SD,,,,dealer+warehouse,,,,registry-sd
HAMLIN COUNTY FARMERS COOP,HAYTI,SD,,,,dealer+warehouse,,,,registry-sd
HAMLIN COUNTY FARMERS COOP,HAZEL,SD,,,,dealer+warehouse,,,,registry-sd
"HEMMER GRAIN, LLC",DELL RAPIDS,SD,,,,dealer+warehouse,,,,registry-sd
HERBERT GOSSEL & SONS KIMBALL GRAIN CO,KIMBALL,SD,,,,dealer+warehouse,,,,registry-sd
HESCO GRAINS LLC,WATERTOWN,SD,,,,dealer+warehouse,,,,registry-sd
HESCO GRAINS LLC,WATERTOWN,SD,,,,dealer,"66,000",,,registry-ne
"HIGH COUNTRY MERCANTILE BCODY,",Y,SD,,,,dealer+warehouse,,,,registry-sd
HIGH PLAINS PROCESSING LLC,MITCHELL,SD,,,,dealer+warehouse,,,,registry-sd
Hoven Equity Exchange,Aberdeen,SD,,N/A,,,,,,barchart
Hoven Equity Exchange,Mina,SD,,N/A,,,,,,barchart
HOVEN EQUITY EXCHANGE,HOVEN,SD,,,,dealer+warehouse,,,,registry-sd
Howard Farmers Co-op,Howard,SD,,605-772-5568,,,,,,barchart
HOWE SEEDS INC,MCLAUGHLIN,SD,,,,dealer+warehouse,,,,registry-sd
HUMBOLDT,HUMBOLDT,SD,,,,dealer+warehouse,,,,registry-sd
"James Valley Grain, LLC",Aberdeen ,SD,,N/A,,,,,,barchart
JOHNSON FEED INC,CANTON,SD,,,,dealer+warehouse,,,,registry-sd
KAISER TRUCKING INC,WINNER,SD,,,,dealer+warehouse,,,,registry-sd
KAYLOR AGRISERVICES INC,KAYLOR,SD,,,,dealer+warehouse,,,,registry-sd
KAYLOR AGRISERVICES INC,PARKSTON,SD,,,,dealer+warehouse,,,,registry-sd
KAYLOR AGRISERVICES INC,TABOR,SD,,,,dealer+warehouse,,,,registry-sd
Kaylor Grain Co Inc,Kaylor,SD,,605-583-4228,,,,,,barchart
Kaylor Grain Co Inc,Tabor,SD,,605-463-2261,,,,,,barchart
LABOLT FARMERS GRAIN COMPANY,LABOLT,SD,,,,dealer+warehouse,,,,registry-sd
LABOLT FARMERS GRAIN COMPANY,WAUBAY,SD,,,,dealer+warehouse,,,,registry-sd
LABOLT FARMERS GRAIN COMPANY,WAVERLY,SD,,,,dealer+warehouse,,,,registry-sd
LABOLT FARMERS GRAIN COMPANY FSOUTH,HORE,SD,,,,dealer+warehouse,,,,registry-sd
LAKE ANDES FARMERS COOPERATIVE CO,LAKE ANDES,SD,,,,dealer+warehouse,,,,registry-sd
LAKE NORDEN FARMERS ELEVATOR CO,LAKE NORDEN,SD,,,,dealer+warehouse,,,,registry-sd
LEBER AG SERVICES LLC,VALE,SD,,,,dealer+warehouse,,,,registry-sd
LEGACY COOPERATIVE,BATESLAND,SD,,,,dealer+warehouse,,,,registry-sd
LEGACY COOPERATIVE,SWETT,SD,,,,dealer+warehouse,,,,registry-sd
LESTERVILLE FEED & GRAIN INC,LESTERVILLE,SD,,,,dealer+warehouse,,,,registry-sd
LESTERVILLE FEED & GRAIN INC,SPRINGFIELD,SD,,,,dealer+warehouse,,,,registry-sd
LIVESTOCK SPECIALISTS INC,ABERDEEN,SD,,,,dealer+warehouse,,,,registry-sd
LLC,ST. LAWRENCE,SD,,,,dealer+warehouse,,,,registry-sd
LLC,VOLGA,SD,,,,dealer+warehouse,,,,registry-sd
"LOUIS DREYFUS COMPANY LLC BSEATTLE,",A,SD,,,,dealer+warehouse,,,,registry-sd
"LW SALES, INC.",GROTON,SD,,,,dealer+warehouse,,,,registry-sd
Madison Farmer's Elevator,Madison,SD,,605-256-4584,,,,,,barchart
Madison Farmer's Elevator,Ramona,SD,,605-482-8291,,,,,,barchart
MADISON FARMERS ELEVATOR COMPANY,MADISON,SD,,,,dealer+warehouse,,,,registry-sd
MADISON FARMERS ELEVATOR COMPANY,RAMONA,SD,,,,dealer+warehouse,,,,registry-sd
MILLBORN SEEDS INC MILLBORN SEEDS/MILLBORN,BROOKINGS,SD,,,,dealer+warehouse,,,,registry-sd
MILLBORN SEEDS INC MILLBORN SEEDS/MILLBORN,SHERMAN,SD,,,,dealer+warehouse,,,,registry-sd
MILLS & MILLER INC,BRANDON,SD,,,,dealer+warehouse,,,,registry-sd
NATURAL DAKOTA SOY LLC,ABERDEEN,SD,,,,dealer+warehouse,,,,registry-sd
New Century FS,Yankton,SD,,(605) 665-3691,,,,,,barchart
"NuGen Energy, LLC",Marion,SD,,605-648-2100,,,,,,barchart
"NUGEN ENERGY, LLC",MARION,SD,,,,dealer+warehouse,,,,registry-sd
OAHE GRAIN CORPORATION,ONIDA,SD,,,,dealer+warehouse,,,,registry-sd
ORGANIC TRADE SOLUTIONS INC,WATERTOWN,SD,,,,dealer+warehouse,,,,registry-sd
PERFORMANCE SEED,HARROLD,SD,,,,dealer+warehouse,,,,registry-sd
PERFORMANCE SEED,MIDLAND,SD,,,,dealer+warehouse,,,,registry-sd
PERFORMANCE SEED,MILLER,SD,,,,dealer+warehouse,,,,registry-sd
PERFORMANCE SEED,ROSCOE,SD,,,,dealer+warehouse,,,,registry-sd
"PHARMCO INDUSTRIES, INC",CHAMBERLAIN,SD,,,,dealer+warehouse,,,,registry-sd
"PHARMCO INDUSTRIES, INC",PLATTE,SD,,,,dealer+warehouse,,,,registry-sd
"PHARMCO INDUSTRIES, INC",WINNER,SD,,,,dealer+warehouse,,,,registry-sd
POET Biorefining,Chancellor,SD,,605-647-0040 ,,,,,,barchart
POET Biorefining,Groton,SD,,605-397-2726,,,,,,barchart
POET Biorefining,Hudson,SD,,605-984-2222,,,,,,barchart
POET Biorefining,Scotland,SD,,605-583-2258,,,,,,barchart
"POET GRAIN, LLC",CHANCELLOR,SD,,,,dealer+warehouse,,,,registry-sd
"POET GRAIN, LLC",GROTON,SD,,,,dealer+warehouse,,,,registry-sd
"POET GRAIN, LLC",HUDSON,SD,,,,dealer+warehouse,,,,registry-sd
"POET GRAIN, LLC",MITCHELL,SD,,,,dealer+warehouse,,,,registry-sd
"POET GRAIN, LLC",SCOTLAND,SD,,,,dealer+warehouse,,,,registry-sd
"POET GRAIN, LLC BBIG",TONE CITY,SD,,,,dealer+warehouse,,,,registry-sd
Prairie Ag Partners,Oldham,SD,,(605) 482-8661,,,,,,barchart
PRAIRIE AG PARTNERS,ARLINGTON,SD,,,,dealer+warehouse,,,,registry-sd
PRAIRIE AG PARTNERS,BADGER,SD,,,,dealer+warehouse,,,,registry-sd
PRAIRIE AG PARTNERS,BANCROFT,SD,,,,dealer+warehouse,,,,registry-sd
PRAIRIE AG PARTNERS,CARTHAGE,SD,,,,dealer+warehouse,,,,registry-sd
PRAIRIE AG PARTNERS,LAKE PRESTON,SD,,,,dealer+warehouse,,,,registry-sd
PRAIRIE AG PARTNERS,OLDHAM,SD,,,,dealer+warehouse,,,,registry-sd
PRAIRIE AG PARTNERS FDE,MET,SD,,,,dealer+warehouse,,,,registry-sd
Prairie Grain Partners,Hitchcock,SD,,605-266-2530,,,,,,barchart
PRAIRIE GRAIN PARTNERS LLC,HARROLD EAST,SD,,,,dealer+warehouse,,,,registry-sd
PRAIRIE GRAIN PARTNERS LLC,HITCHCOCK-TULARE,SD,,,,dealer+warehouse,,,,registry-sd
PRAIRIE GRAIN PARTNERS LLC,MILLER,SD,,,,dealer+warehouse,,,,registry-sd
PRAIRIE GRAIN PARTNERS LLC FHARROLD,EST,SD,,,,dealer+warehouse,,,,registry-sd
"PRAIRIE QUEEN MILL, LLC",NUNDA,SD,,,,dealer+warehouse,,,,registry-sd
"PRANGER'S FEED MILL, INC",PLATTE,SD,,,,dealer+warehouse,,,,registry-sd
PREMIER AG LLC,COLOME,SD,,,,dealer+warehouse,,,,registry-sd
PRO HAUL LLC,WOONSOCKET,SD,,,,dealer+warehouse,,,,registry-sd
"RALPH'S FEED, INC",FREEMAN,SD,,,,dealer+warehouse,,,,registry-sd
RANDAL HUOT,CENTERVILLE,SD,,,,dealer+warehouse,,,,registry-sd
RED HORSE SEED PRODUCTION INC DOMESTIC ELEVATOR,MADISON,SD,,,,dealer+warehouse,,,,registry-sd
RED RIVER ENERGY LLC,ROSHOLT,SD,,,,dealer+warehouse,,,,registry-sd
REVILLO FARMERS ELEVATOR,REVILLO,SD,,,,dealer+warehouse,,,,registry-sd
"RING-NECK ENERGY & FEED, LLC RINGNECK ENERGY LLC",ONIDA,SD,,,,dealer+warehouse,,,,registry-sd
ROLLING PRAIRIE GRAIN COMPANY INC BSIOUX,ALLS,SD,,,,dealer+warehouse,,,,registry-sd
"SCOULAR CANADA, ULC BSASKATOON,",K,SD,,,,dealer+warehouse,,,,registry-sd
"SEED EXCHANGE, LLC",PLATTE,SD,,,,dealer+warehouse,,,,registry-sd
SEXAUER SEED CO. LLC,WATERTOWN,SD,,,,dealer+warehouse,,,,registry-sd
SINAI COOPERATIVE ELEVATOR COMPANY,SINAI,SD,,,,dealer+warehouse,,,,registry-sd
"SIOUX NATION, LLC",FORT PIERRE,SD,,,,dealer+warehouse,,,,registry-sd
"SMITH FEED SERVICE INC VITA PLUS-LOYAL BLOYAL,",I,SD,,,,dealer+warehouse,,,,registry-sd
SOUTH DAKOTA HUTTERIAN CO-OPERATIVE,ABERDEEN,SD,,,,dealer+warehouse,,,,registry-sd
South Dakota Soybean Processors,Volga,SD,,605-627-9240,,,,,,barchart
Southeast Farmers Co-op,Beresford,SD,,(605) 763-2108,,,,,,barchart
Southeast Farmers Co-op,Centerville,SD,,605.563.2007,,,,,,barchart
Southeast Farmers Co-op,Elk Point,SD,,605-356-3034,,,,,,barchart
Southeast Farmers Co-op,Meckling,SD,,605.253.6150,,,,,,barchart
SOUTHEAST FARMERS COOP,BERESFORD,SD,,,,dealer+warehouse,,,,registry-sd
SOUTHEAST FARMERS COOP,BURBANK,SD,,,,dealer,"1,000,000",,,registry-ne
SOUTHEAST FARMERS COOP,CENTERVILLE,SD,,,,dealer+warehouse,,,,registry-sd
SOUTHEAST FARMERS COOP,ELK POINT,SD,,,,dealer+warehouse,,,,registry-sd
SOUTHEAST FARMERS COOP,MECKLING,SD,,,,dealer+warehouse,,,,registry-sd
STAN'S INC,ALPENA,SD,,,,dealer+warehouse,,,,registry-sd
STENGEL GRAIN PROCESSING LLC,MILBANK,SD,,,,dealer+warehouse,,,,registry-sd
"SUNBIRD, INC",HURON,SD,,,,dealer+warehouse,,,,registry-sd
"SUNBIRD, INC",REDFIELD,SD,,,,dealer+warehouse,,,,registry-sd
SURESOURCE COMMODITIES LLC,PETROLIA,SD,,,,dealer+warehouse,,,,registry-sd
THORSTENSON COMMODITIES LLC,MOBRIDGE,SD,,,,dealer+warehouse,,,,registry-sd
VALERO GRAIN MARKETING LLC,AURORA,SD,,,,dealer+warehouse,,,,registry-sd
Valley Springs Farmers Coop,Valley Springs,SD,,6057576288,,,,,,barchart
VALLEY SPRINGS FARMERS COOP SVALLEY,PRINGS,SD,,,,dealer+warehouse,,,,registry-sd
VOLGA AG CENTER INC,VOLGA,SD,,,,dealer+warehouse,,,,registry-sd
"WATERTOWN, SD",WATERTOWN,SD,,,,dealer+warehouse,,,,registry-sd
West-Con,Aberdeen,SD,,320-394-2171,,,,,,barchart
